user,press-0,release-0,press-1,release-1,press-2,release-2,press-3,release-3,press-4,release-4,press-5,release-5,press-6,release-6,press-7,release-7,press-8,release-8,press-9,release-9,press-10,release-10,press-11,release-11,press-12,release-12
76,0,102,286,374,428,550,744,862,1214,1334,1606,1742,1936,1970,2078,2206,2270,2390,2459,2601,2670,2782,2881,3007,3142,3262
76,0,1,55,150,207,322,543,672,840,942,1214,1331,1438,1510,1623,1742,1859,1931,2014,2134,2209,2334,2431,2534,2702,2803
76,0,110,270,366,400,502,782,890,1000,1127,1518,1627,1726,1808,1902,2038,2110,2225,2318,2431,2502,2628,2718,2838,2990,3100
76,0,85,267,352,371,482,666,740,1155,1266,1516,1602,1690,1772,1845,1946,2035,2132,2210,2346,2419,2537,2637,2738,2890,2987
76,0,1,34,119,151,254,463,566,791,887,1087,1194,1253,1355,1437,1534,1665,1720,1820,1927,2050,2157,2255,2351,2590,2688
76,0,94,291,365,407,564,726,878,1262,1365,1558,1665,1703,1791,1890,2022,2108,2223,2264,2390,2478,2581,2674,2780,2959,3060
76,0,0,48,128,147,315,464,584,768,864,1077,1232,1233,1320,1392,1496,1584,1718,1768,1912,2023,2120,2252,2345,2528,2632
77,0,68,167,240,368,432,608,716,803,896,1033,1128,1216,1280,1368,1480,1625,1720,1831,1925,2064,2160,2261,2344,2496,2593
77,0,1,1,45,146,201,386,473,594,681,835,937,1029,1098,1201,1299,1458,1553,1665,1761,1939,2010,2170,2240,2426,2513
77,0,1,95,211,262,325,428,525,689,724,908,1004,1139,1197,1300,1388,1532,1604,1721,1827,1940,2036,2143,2220,2356,2453
77,0,38,196,260,420,484,660,780,876,980,1149,1244,1364,1438,1548,1644,1791,1884,2003,2157,2239,2324,2444,2548,2684,2780
77,0,60,204,253,371,423,582,671,796,893,1107,1198,1425,1445,1560,1655,1789,1885,1985,2110,2186,2324,2385,2471,2719,2836
77,0,0,42,112,218,282,418,515,634,722,907,1006,1102,1178,1251,1347,1494,1586,1690,1787,1924,2018,2142,2202,2354,2480
77,0,24,163,228,344,403,661,739,862,939,1107,1202,1367,1437,1499,1579,1715,1811,1924,2024,2166,2255,2387,2483,2838,2887
77,0,19,161,219,348,403,652,740,861,941,1159,1251,1393,1453,1603,1693,1860,1963,2075,2165,2315,2403,2515,2611,2795,2892
78,0,40,171,200,312,393,397,499,475,530,628,697,743,784,864,970,1032,1080,1137,1225,1303,1432,1432,1440,1534,1605
78,0,41,168,205,343,368,369,463,465,511,608,667,775,800,866,938,1015,1063,1137,1215,1279,1351,1367,1447,1572,1607
78,0,2,71,118,243,297,302,406,383,438,542,598,646,686,742,844,865,918,1000,1070,1142,1364,1364,1385,1386,1444
78,0,52,169,213,334,400,372,476,452,516,632,740,1004,1052,1172,1238,1308,1378,1432,1509,1568,1664,1665,1716,1812,1861
78,0,48,161,208,324,436,435,480,460,512,600,688,723,768,824,872,944,1000,1072,1161,1219,1330,1304,1375,1467,1512
78,0,0,0,15,115,163,183,284,252,316,437,491,618,667,724,792,860,950,988,1074,1124,1237,1490,1562,1667,1722
78,0,61,150,206,323,374,391,470,450,508,591,661,693,726,774,842,903,958,1023,1110,1150,1278,1258,1318,1406,1470
78,0,40,184,232,352,398,400,545,544,545,656,744,858,976,1001,1066,1154,1231,1256,1367,1447,1532,1500,1569,1656,1712
79,0,71,248,319,504,602,898,962,1032,1111,1298,1405,1469,1535,1836,1934,2039,2133,2248,2347,2399,2479,2607,2695,2898,3036
79,0,72,266,320,503,565,880,952,1032,1135,1330,1431,1536,1600,2216,2311,2424,2497,2595,2703,2744,2815,2952,3046,3248,3351
79,0,84,287,358,579,651,1461,1462,1532,1619,1835,1931,2011,2107,2275,2371,2731,2804,2928,3011,3096,3169,3307,3414,3691,3779
79,0,77,274,311,492,567,893,957,1031,1123,1355,1456,1559,1662,1909,1992,2159,2252,2362,2463,2511,2592,2736,2862,3103,3207
79,0,87,253,322,515,586,921,1015,1090,1186,1490,1700,1954,2034,2450,2543,2758,2802,2945,3043,3083,3163,3316,3395,3646,3747
79,0,75,287,345,514,583,888,959,1055,1152,1554,1584,1706,1783,1999,2095,2244,2312,2421,2520,2577,2649,2779,2871,3273,3351
79,0,80,265,331,498,567,950,1035,1128,1229,1997,2081,2379,2447,3184,3259,3400,3471,3561,3663,3699,3775,3928,4007,4208,4331
79,0,97,352,424,608,672,1136,1208,1304,1392,1620,1704,1827,1896,2089,2188,2320,2400,2565,2624,2704,2784,2963,3024,3336,3424
80,0,129,138,296,269,396,408,512,496,536,675,698,776,898,929,1040,1080,1216,1232,1336,1416,1568,1545,1672,1712,1784
80,0,164,757,860,940,1019,1068,1197,1156,1236,1333,1457,1500,1607,1886,2018,2053,2172,2173,2293,2356,2517,2492,2586,2669,2772
80,0,241,242,345,346,489,490,592,565,640,746,856,941,1046,1066,1268,1160,1295,1357,1456,1489,1708,1639,1720,1819,1936
80,0,96,190,289,290,408,530,689,620,762,1473,1578,1809,1952,1992,2154,2168,2289,2296,2385,2465,2618,2600,2672,2769,2873
80,0,114,170,318,304,406,432,530,509,593,696,863,976,1070,1102,1230,1269,1375,1430,1542,1606,1762,1774,1863,1963,2062
80,0,121,127,272,272,400,416,520,496,581,731,785,832,957,988,1136,1096,1200,1240,1363,1451,1608,1586,1696,1784,1914
80,0,134,134,269,287,450,518,669,668,688,790,893,945,1090,1090,1218,1190,1360,1360,1654,1654,1719,1686,1798,1881,2029
80,0,117,135,249,280,418,487,617,568,656,752,865,920,1048,1065,1218,1180,1288,1328,1420,1573,1624,1594,1680,1772,1878
81,0,151,267,334,450,509,612,684,836,944,1065,1150,1212,1277,1399,1484,1534,1644,1729,1795,2063,2101,2469,2565,2668,2734
81,0,88,220,312,370,446,499,620,621,733,1121,1220,1288,1352,1464,1570,1646,1736,1752,1883,2005,2167,2169,2219,2320,2408
81,0,1,108,199,268,337,464,587,600,700,1172,1276,1540,1617,1680,1768,1831,2007,2008,2052,2225,2335,2340,2445,2497,2598
81,0,21,121,201,265,328,465,581,647,748,817,896,953,1019,1060,1147,1225,1350,1385,1488,1716,1817,1818,1905,2000,2181
81,0,0,82,150,223,302,458,542,551,632,714,790,862,926,1019,1092,1145,1254,1283,1382,1479,1598,1599,1662,1747,1831
81,0,1,1,2,2,2,12,160,153,253,333,420,501,598,649,760,800,901,917,1052,1174,1320,1289,1382,1484,1553
81,0,0,1,1,1,2,9,117,118,212,332,404,498,539,604,699,787,892,899,1033,1091,1235,1211,1328,1391,1490
81,0,0,1,1,1,1,35,162,165,244,328,402,476,563,703,794,911,1014,1027,1133,1227,1358,1363,1430,1524,1610
82,0,73,270,344,465,520,751,816,880,984,1104,1237,1314,1366,2536,2665,2665,2712,2800,2872,3000,3072,3165,3232,3368,3448
82,0,72,240,330,432,508,630,768,768,873,998,1067,1160,1261,1370,1440,1576,1640,1672,1759,1829,1900,1936,2012,2139,2230
82,0,67,315,382,518,574,781,886,918,1037,1136,1214,1278,1342,1468,1543,1638,1702,1767,1837,1899,1951,2238,2318,2446,2526
82,0,72,256,328,456,522,670,789,788,853,968,1058,1186,1240,1323,1402,1472,1553,1586,1656,1722,1788,1855,1965,2087,2153
82,0,85,276,304,444,500,638,748,769,866,969,1039,1124,1180,1252,1324,1470,1540,1541,1612,1669,1791,1838,1905,2028,2108
82,0,77,256,350,496,560,728,854,864,986,1080,1144,1599,1664,1833,1919,1977,2041,2264,2338,2400,2464,2520,2584,2704,2776
82,0,52,212,300,444,500,803,900,924,1081,1204,1282,1412,1469,1700,1780,1876,1932,1990,2070,2164,2239,2269,2340,2476,2579
82,0,82,224,312,457,528,1780,1913,1913,2000,2119,2225,2351,2399,3080,3151,3243,3308,3344,3415,3456,3528,3612,3686,3792,3880
83,0,82,237,314,466,552,1014,1154,1114,1247,1667,1762,1866,1946,2018,2163,2344,2428,2490,2678,2679,2749,2818,2922,3079,3178
83,0,1,1,56,201,288,497,569,671,765,962,1025,1142,1193,1689,1819,2001,2091,2156,2266,2307,2393,2500,2589,2752,2857
83,0,0,41,121,307,352,569,687,737,852,1025,1124,1284,1321,1384,1506,1652,1721,1787,1920,1961,2156,2157,2287,2406,2496
83,0,1,55,124,288,356,793,836,956,1059,1228,1332,1457,1509,1565,1692,1823,1900,1993,2118,2209,2289,2332,2456,2596,2700
83,0,0,120,209,353,422,638,702,785,894,1050,1127,1233,1333,1352,1465,1576,1650,1726,1880,1966,2053,2168,2283,2422,2567
83,0,63,209,286,423,494,719,783,894,983,1141,1243,1310,1391,1477,1608,1742,1810,1862,1977,2014,2095,2194,2294,2446,2558
83,0,15,165,238,400,478,698,764,847,942,1078,1174,1238,1329,1405,1529,1660,1742,1838,1960,2014,2104,2204,2278,2429,2521
83,0,1,12,109,236,316,516,598,677,772,935,1046,1131,1198,1262,1399,1498,1586,1663,1768,1831,1931,2032,2178,2331,2431
84,0,40,162,208,304,353,464,504,527,576,725,727,762,820,909,953,969,1008,1067,1139,1140,1189,1237,1280,1384,1424
84,0,27,164,192,279,328,428,463,510,560,698,699,759,815,879,928,962,999,1039,1130,1131,1167,1259,1303,1407,1460
84,0,43,176,211,305,355,467,499,531,595,680,715,811,864,955,999,1029,1067,1102,1159,1195,1235,1296,1347,1434,1502
84,0,32,164,199,297,335,551,596,638,720,783,834,951,1065,1066,1110,1143,1198,1234,1300,1344,1375,1446,1529,1599,1647
84,0,32,144,214,296,344,464,507,535,587,690,728,834,872,904,968,1029,1064,1088,1155,1206,1255,1296,1336,1431,1492
84,0,49,160,218,310,353,480,513,560,616,696,758,880,948,984,1040,1088,1128,1177,1280,1282,1328,1414,1475,1664,1720
84,0,40,152,218,299,344,463,489,520,578,672,730,808,868,888,952,1016,1065,1072,1136,1184,1231,1272,1337,1417,1538
84,0,50,160,250,304,348,465,513,560,589,680,713,800,857,881,938,1012,1043,1056,1118,1184,1257,1258,1288,1381,1433
85,0,37,165,253,349,424,824,924,953,1037,1219,1286,1392,1550,1557,1648,1693,1837,1885,2005,2149,2237,2317,2420,2533,2617
85,0,77,206,294,374,437,620,717,773,865,1016,1096,1233,1333,1434,1500,1597,1701,1702,1797,1876,1973,2066,2195,2199,2324
85,0,18,134,226,294,366,494,638,639,726,867,997,1032,1141,1144,1259,1289,1391,1391,1518,1522,1659,1659,1742,1799,1955
85,0,63,198,293,330,406,541,646,629,702,851,969,1042,1182,1163,1270,1292,1382,1382,1510,1511,1663,1614,1718,1779,1918
85,0,70,194,279,329,399,617,735,698,801,935,1065,1143,1263,1279,1415,1431,1567,1583,1711,1711,1879,1838,1962,2008,2098
85,0,64,192,272,304,384,504,638,618,695,854,915,936,1083,1095,1199,1223,1336,1336,1483,1455,1586,1560,1650,1695,1848
85,0,69,220,253,271,374,479,601,557,645,790,916,974,1148,1131,1218,1232,1348,2240,2340,2630,2768,2813,2908,2980,3130
85,0,63,175,265,319,412,519,639,615,697,894,1007,1175,1311,1367,1447,1503,1639,1665,1814,1852,1973,1970,2063,2103,2248
86,0,52,165,228,375,436,637,716,733,804,928,1014,1077,1140,1229,1331,1357,1437,1477,1572,1613,1696,1760,1828,1956,2044
86,0,55,159,223,359,421,593,671,690,729,855,935,1001,1063,1159,1267,1301,1359,1391,1487,1527,1656,1668,1748,1855,1961
86,0,61,163,219,359,403,587,679,651,712,827,915,971,1065,1127,1211,1259,1331,1359,1443,1508,1587,1630,1699,1818,1907
86,0,73,185,224,362,408,592,704,704,728,848,928,979,1040,1136,1224,1264,1355,1392,1480,1524,1600,1680,1760,1880,1970
86,0,60,168,232,360,408,576,692,693,712,831,912,971,1027,1111,1200,1260,1320,1365,1447,1495,1575,1632,1703,1841,1918
86,0,45,169,220,358,437,573,660,661,724,836,925,972,1045,1108,1200,1246,1400,1401,1431,1479,1556,1600,1668,1791,1880
86,0,48,168,216,353,416,580,640,656,724,855,920,980,1048,1136,1229,1272,1344,1400,1488,1536,1616,1700,1768,1897,1979
86,0,57,178,225,353,410,593,682,692,732,850,932,953,1024,1120,1200,1250,1321,1378,1456,1513,1592,1657,1742,1872,1963
87,0,56,182,269,680,765,834,963,1116,1199,1412,1520,1480,1568,1931,2031,2104,2216,2332,2417,2499,2616,2648,2731,2832,2952
87,0,48,163,232,364,432,464,569,641,732,873,1007,968,1031,1184,1264,1392,1488,1563,1632,1696,1831,1834,1904,2048,2208
87,0,1,1,1,140,236,295,396,468,555,684,837,791,868,1078,1172,1244,1345,1437,1530,1612,1724,1764,1844,1932,2058
87,0,64,177,260,370,440,466,561,632,704,843,968,929,996,1102,1176,1296,1424,1484,1593,1728,1848,1912,1968,2062,2194
87,0,94,164,244,384,464,904,999,1080,1164,1292,1416,1376,1474,1665,1768,1828,1936,2040,2133,2198,2312,2328,2400,2496,2616
87,0,60,176,239,367,439,511,599,671,761,891,1032,991,1080,1160,1258,1366,1460,1527,1607,1671,1832,1832,1938,2008,2159
87,0,7,118,195,387,482,572,659,823,883,1034,1155,1188,1316,1420,1532,1524,1627,1787,1867,1955,2083,2148,2203,2382,2470
87,0,1,70,142,262,335,590,686,766,848,958,1094,1057,1153,1355,1496,1496,1622,1849,1895,1990,2110,2132,2206,2296,2447
88,0,55,210,279,351,415,648,703,784,847,985,1046,1220,1280,1410,1497,1591,1655,1793,1866,2295,2377,2463,2543,2663,2743
88,0,64,212,290,401,481,584,656,752,812,947,1000,1130,1193,1315,1384,1480,1577,1644,1738,1920,2020,2080,2184,2256,2320
88,0,62,191,262,317,378,527,616,663,704,866,926,1123,1182,1319,1391,1516,1625,1695,1778,1949,2039,2144,2251,2510,2581
88,0,75,209,310,333,416,541,645,661,737,885,965,1165,1231,1398,1469,1573,1677,1758,1866,1934,2044,2045,2135,2244,2301
88,0,71,239,287,335,395,809,901,932,988,1144,1215,1407,1479,1817,1881,1914,2039,2128,2183,2243,2367,2367,2471,2647,2720
88,0,63,197,271,326,392,543,658,663,726,890,958,1105,1154,1304,1375,1491,1566,1655,1757,1831,1958,1959,2064,2144,2229
88,0,72,211,299,336,408,525,625,633,740,859,966,1105,1159,1296,1430,1458,1592,1616,1728,1768,1922,1922,2022,2166,2242
88,0,68,218,316,354,411,520,613,634,666,847,883,1361,1378,1602,1699,1817,1900,1932,2032,2100,2210,2270,2306,2470,2539
89,0,91,26,138,455,506,606,682,802,931,932,1034,1146,1241,1366,1448,1500,1594,1670,1770,1827,1921,2010,2170,2146,2250
89,0,149,88,176,617,746,840,954,1040,1193,1151,1277,1317,1406,1497,1596,1665,1787,1787,1949,1927,2025,2146,2272,2250,2317
89,0,114,109,187,313,411,523,614,699,834,772,882,940,1051,1091,1204,1251,1375,1377,1517,1483,1619,1685,1850,1811,1908
89,0,135,84,171,283,363,499,586,701,827,759,904,979,1070,1179,1308,1305,1379,1419,1579,1545,1691,1707,1875,1851,1928
89,0,118,48,161,293,360,521,625,716,855,857,935,1090,1191,2122,2199,2359,2481,2495,2666,2631,2721,2839,3007,2968,3059
89,0,131,80,183,316,391,497,585,671,791,735,841,900,1003,1271,1363,1423,1531,1543,1704,1664,1831,1847,2007,1967,2063
89,0,63,192,287,359,478,567,669,838,896,845,944,1015,1128,1239,1344,1394,1503,1920,2051,2175,2263,2356,2520,2486,2571
89,0,135,62,173,292,372,476,573,713,820,766,901,1308,1415,1800,1878,1921,2032,2215,2293,2380,2516,2606,2788,2749,2836
90,0,73,209,352,351,406,416,552,530,601,712,840,850,930,1041,1144,1145,1297,1298,1432,1369,1530,1798,1862,1986,2097
90,0,57,189,341,260,385,406,533,506,561,709,836,842,921,1057,1162,1210,1368,1370,1507,1449,1639,1619,1713,1885,1966
90,0,1,130,309,227,333,436,579,539,627,797,915,931,1036,1106,1232,1310,1390,1411,1571,1515,1674,1659,1747,1859,1994
90,0,1,1,101,58,188,208,352,343,416,590,704,681,776,904,1001,1104,1208,1237,1398,1353,1508,1609,1680,1834,1952
90,0,1,123,210,172,306,330,475,444,492,627,739,754,874,978,1077,1161,1250,1275,1426,1375,1539,1514,1619,1751,1907
90,0,0,0,37,1,104,165,298,265,346,499,638,697,769,872,969,1052,1165,1166,1312,1274,1469,1401,1535,1663,1795
90,0,27,190,342,291,400,438,587,559,638,798,941,918,1006,1147,1238,1363,1453,1461,1598,1559,1742,1687,1818,1902,2092
90,0,1,24,122,82,195,218,350,317,395,563,683,686,778,859,955,986,1095,1109,1250,1210,1377,1330,1427,1530,1666
91,0,42,306,362,522,578,933,976,1195,1266,1422,1466,1666,1721,1922,2034,2155,2194,2332,2434,2531,2586,2686,2754,2915,3001
91,0,70,252,300,437,529,801,847,1116,1188,1734,1779,2100,2148,2308,2412,2559,2611,2804,2915,3064,3108,3237,3304,3474,3532
91,0,55,287,330,619,683,1022,1077,1164,1234,1482,1530,1765,1802,1931,2047,2162,2226,2346,2415,2761,2805,3130,3193,3434,3499
91,0,48,319,367,531,561,780,836,910,952,1111,1175,1280,1319,1471,1551,1951,2015,2428,2509,2847,2904,3071,3133,3305,3351
91,0,54,268,307,458,487,723,785,921,994,1189,1222,1394,1434,1587,1698,1805,1857,2257,2337,2518,2561,2697,2785,2987,3041
91,0,31,193,250,392,432,683,748,949,1034,1216,1289,1426,1488,1650,1752,1913,1981,2149,2262,2441,2496,2654,2699,2904,2968
91,0,56,224,280,410,456,688,750,856,950,1144,1231,1416,1481,1632,1744,1909,1986,2145,2224,2392,2449,2620,2641,2824,2880
91,0,52,222,272,419,432,728,790,999,1072,1230,1291,1393,1454,1620,1721,1921,1929,2139,2143,2263,2319,2425,2503,2672,2738
92,0,81,177,264,424,497,728,800,1024,1088,1312,1392,1520,1619,1752,1833,1992,2064,2264,2328,2537,2608,2760,2824,2984,3057
92,0,49,169,249,473,537,772,850,1000,1073,1305,1377,1473,1569,1772,1816,2067,2105,3040,3106,3596,3660,3817,3880,4066,4136
92,0,71,207,291,525,601,847,946,1096,1160,1465,1538,1627,1744,1945,1976,2184,2255,2491,2545,2808,2872,3106,3176,3600,3672
92,0,94,183,262,586,650,925,1003,1155,1214,1499,1551,1630,1745,1989,1990,2146,2215,2441,2515,3166,3245,3449,3502,3718,3812
92,0,100,228,316,532,605,897,949,1125,1188,1421,1486,1532,1645,1783,1849,2028,2092,2320,2386,2909,2972,3179,3236,3398,3480
92,0,73,177,268,489,530,768,841,1027,1049,1913,1976,2417,2500,2673,2731,2967,2976,3186,3240,3506,3568,3721,3776,3970,4030
92,0,65,160,250,432,512,714,769,930,1001,1408,1473,1592,1664,1928,1992,2230,2277,2511,2562,3566,3624,3808,3864,4072,4144
92,0,96,168,248,416,495,712,768,926,994,1224,1250,1370,1440,1600,1658,1898,1912,2272,2312,2827,2882,3054,3096,3282,3343
93,0,69,19,136,243,375,376,411,515,597,698,819,798,947,899,1069,1019,1107,1179,1327,1539,1619,1723,1798,1875,2003
93,0,120,78,161,239,319,334,405,520,590,684,790,790,906,861,1039,1026,1085,1183,1254,1333,1413,1525,1621,1686,1789
93,0,94,62,131,211,295,296,357,467,547,645,731,732,875,835,975,947,1028,1095,1179,1226,1325,1427,1494,1539,1688
93,0,92,58,137,223,337,336,367,535,543,631,756,758,862,822,959,940,1028,1106,1192,1239,1321,1496,1521,1567,1727
93,0,84,52,122,234,320,325,394,498,619,866,961,1051,1161,1285,1401,1484,1537,1626,1722,1784,1852,1954,2017,2115,2225
93,0,23,2,64,161,249,354,501,593,632,752,840,890,1000,1137,1325,1272,1361,1856,1954,2022,2096,2191,2283,2327,2460
93,0,72,58,136,232,312,337,428,512,622,691,799,801,911,910,1002,1192,1291,1377,1459,1532,1740,1741,1807,1927,2066
93,0,96,66,144,242,336,338,399,530,596,740,799,800,936,892,1031,1008,1101,1184,1265,1340,1446,1576,1670,1895,2000
94,0,60,212,293,392,501,2134,2212,2324,2372,2493,2576,2692,2826,2732,2827,2861,2984,3028,3111,3141,3223,3308,3382,3469,3588
94,0,74,215,283,365,464,579,667,748,820,940,996,1112,1231,1301,1364,1463,1547,1675,1792,1831,1916,2011,2074,2180,2299
94,0,65,210,307,370,521,578,662,730,794,930,1037,1114,1226,1226,1298,1346,1461,1637,1700,1762,1842,1947,2011,2131,2234
94,0,58,211,275,337,409,649,721,793,858,989,1041,1135,1271,1264,1339,1401,1468,1553,1585,1809,1938,3017,3121,3205,3305
94,0,56,218,279,379,425,552,643,721,760,897,944,1048,1296,1296,1405,1408,1535,1794,1912,1991,2048,2201,2240,2372,2488
94,0,69,210,346,509,581,819,868,969,1033,1173,1236,1316,1433,1477,1518,1549,1635,1774,1869,1902,1989,2110,2152,2285,2400
94,0,100,207,279,361,439,535,631,743,775,900,967,1040,1167,1210,1359,1449,1569,1671,1809,1847,1919,2032,2080,2199,2332
94,0,103,206,282,350,446,550,631,710,775,914,975,1061,1150,1166,1302,1466,1634,1843,1930,1982,2054,2174,2230,2350,2486
95,0,40,199,262,200,329,330,424,440,471,757,857,942,1032,1075,1136,1160,1257,1272,1369,1401,1499,1557,1632,1696,1835
95,0,48,173,329,274,425,576,697,698,808,873,946,1200,1334,1335,1433,1433,1512,1536,1664,1664,1768,2044,2174,2220,2280
95,0,99,249,359,308,423,711,824,824,915,1027,1147,1214,1313,1320,1431,1413,1564,1565,1663,1644,1745,1988,2049,2551,2625
95,0,63,195,294,273,381,489,605,605,676,781,845,878,966,981,1105,1108,1205,1206,1318,1321,1433,1434,1528,1630,1779
95,0,96,261,359,264,395,424,592,565,692,1080,1172,1293,1440,1455,1512,1528,1704,1762,1875,1925,2060,2157,2329,2272,2357
95,0,120,192,317,249,366,384,482,484,559,686,793,968,1031,1137,1160,1161,1288,1320,1451,1425,1585,1616,1716,1786,1901
95,0,97,217,345,264,377,392,497,478,584,880,928,1006,1114,1115,1184,1200,1312,1320,1400,1432,1613,1613,1676,1760,1864
95,0,89,191,320,289,367,367,497,471,560,720,840,920,1002,1069,1156,1167,1307,1319,1407,1389,1492,1656,1671,1999,2094
96,0,72,236,344,304,394,538,600,641,712,843,870,1170,1270,1388,1482,1676,1803,1770,1816,1920,2008,1984,2083,2176,2232
96,0,54,183,302,254,333,403,548,547,550,646,709,2349,2444,2600,2669,2772,2902,2870,2902,3503,3668,3630,3685,3783,3878
96,0,59,222,316,277,406,447,533,543,616,736,837,883,983,1047,1132,1236,1359,1335,1404,1487,1601,1560,1632,1743,1836
96,0,87,260,412,412,439,500,575,600,690,791,884,903,976,1047,1140,1231,1370,1368,1426,2001,2125,2179,2223,2341,2418
96,0,88,257,396,352,448,564,684,648,685,813,914,1022,1084,1115,1200,1297,1424,1399,1456,1592,1688,1681,1779,1886,1984
96,0,99,222,337,306,396,489,591,601,672,853,929,1287,1353,1409,1513,1640,1834,1833,1860,2239,2390,2387,2392,2480,2568
96,0,61,309,398,358,478,555,638,658,773,829,936,965,1077,1178,1260,1341,1495,1478,1533,1696,1805,1751,1826,1928,2030
96,0,9,153,267,262,338,431,481,469,506,617,701,834,939,1041,1142,1287,1454,1453,1505,1881,2038,2011,2073,2178,2272
97,0,50,232,298,370,449,492,570,632,666,810,903,914,979,1205,1282,1434,1511,1606,1727,1764,1863,1874,1936,2074,2131
97,0,48,233,299,746,762,1069,1136,1198,1258,1398,1440,1552,1616,1784,1916,1971,2031,2131,2232,2248,2336,2368,2440,2552,2598
97,0,65,247,302,450,470,606,708,780,836,942,1016,1104,1176,1310,1366,1473,1534,1630,1718,1841,1986,2005,2038,2169,2268
97,0,63,256,327,439,488,562,631,689,762,934,935,1118,1191,1420,1455,1672,1736,1863,2010,2020,2095,2123,2202,2358,2403
97,0,64,249,314,417,493,625,684,792,889,1330,1392,1549,1624,1740,1817,1896,1990,2056,2181,2200,2320,2375,2464,2598,2656
97,0,74,240,312,384,457,512,584,658,713,834,923,1017,1096,1270,1341,1448,1515,1677,1712,1749,1872,1907,1992,3075,3139
97,0,42,231,295,371,442,571,660,698,757,891,1000,1460,1530,1789,1834,1973,1992,2087,2273,2194,2294,2342,2396,2530,2560
97,0,60,229,304,428,479,584,650,729,777,927,971,1394,1460,1567,1631,1777,1839,2304,2434,2610,2761,2761,2839,2967,3042
98,0,60,194,296,271,363,376,496,487,500,586,753,682,756,816,1004,884,1006,1007,1066,1080,1178,1164,1260,1266,1328
98,0,69,166,277,258,338,339,437,405,484,626,712,672,715,853,931,885,980,1002,1118,1097,1199,1213,1342,1317,1405
98,0,82,195,306,420,474,618,706,695,762,884,978,964,1005,1090,1186,1146,1250,1251,1314,1415,1490,1473,1570,1546,1634
98,0,72,185,289,264,349,432,526,496,570,734,829,798,832,953,1048,1036,1165,1150,1170,1304,1400,1401,1568,1642,1719
98,0,67,196,326,299,394,527,627,605,690,749,894,849,899,1040,1189,1107,1211,1191,1243,1349,1460,1442,1524,1644,1741
98,0,80,200,299,299,368,491,586,569,640,741,834,869,914,1098,1220,1221,1312,1289,1384,1447,1544,1533,1676,1631,1701
98,0,87,193,278,280,365,413,520,514,553,667,778,746,792,920,1056,1052,1130,1128,1183,1233,1336,1296,1383,1448,1602
98,0,64,196,300,300,375,464,578,550,603,730,853,832,898,1020,1112,1072,1198,1162,1233,1304,1399,1375,1479,1480,1569
99,0,72,192,272,400,475,559,657,770,873,992,1096,1124,1208,1360,1408,1522,1591,1608,1730,1753,1828,1952,2039,2392,2472
99,0,73,226,285,409,480,628,736,826,933,1062,1144,1180,1264,1369,1464,1593,1606,1648,1745,1796,1842,1928,2032,2232,2336
99,0,73,207,280,429,502,569,671,773,816,961,1071,1112,1180,1264,1351,1471,1597,1597,1650,1715,1774,2001,2015,2264,2351
99,0,72,200,285,400,472,525,628,680,776,904,1000,1056,1144,1277,1312,1427,1504,1526,1643,1704,1782,1834,1945,2134,2226
99,0,90,200,291,421,493,528,631,695,785,932,1029,1057,1135,1201,1289,1453,1496,1512,1599,1663,1728,1808,1938,2001,2103
99,0,133,214,279,407,472,503,602,660,753,896,975,1052,1128,1196,1279,1393,1451,1474,1583,1663,1734,1767,1882,2035,2096
99,0,67,190,268,384,451,460,600,627,723,854,958,992,1058,1134,1235,1383,1453,1484,1586,1627,1693,1806,1860,2035,2153
99,0,76,199,284,392,464,527,639,671,767,958,1031,1159,1161,1260,1352,1452,1522,1552,1655,1720,1791,1880,1976,2095,2234
100,0,44,197,235,371,419,451,516,694,762,897,934,1132,1187,1331,1387,1466,1535,1594,1633,1801,1835,1884,1939,2084,2131
100,0,36,181,244,382,436,484,548,867,935,1096,1154,1276,1364,1501,1556,1676,1754,1844,1912,2154,2212,2272,2329,2496,2548
100,0,46,158,227,376,422,497,539,700,758,893,948,1076,1147,1218,1260,1348,1459,1460,1522,1643,1721,1748,1822,2159,2211
100,0,66,193,250,413,442,474,569,700,762,1114,1178,1370,1436,1539,1594,1729,1762,1818,1866,2010,2074,2098,2159,2306,2362
100,0,65,181,253,396,437,501,569,717,773,931,989,1163,1221,1477,1509,1581,1660,1687,1733,1875,1933,1976,2037,2195,2213
100,0,43,145,217,345,392,414,486,662,697,849,913,1007,1076,1464,1561,1633,1710,1729,1777,1911,1979,1980,2051,2188,2243
100,0,57,180,257,392,440,524,589,752,808,995,1064,1272,1383,1440,1496,1556,1609,1687,1712,1792,1857,1890,1936,2100,2137
100,0,61,177,241,377,472,473,513,659,719,849,958,975,1029,1085,1140,1209,1273,1321,1377,1489,1513,1553,1609,1753,1821
101,0,68,182,243,290,400,590,775,700,800,906,1011,2502,2556,2618,2744,2820,2947,2908,3060,3101,3263,3218,3354,3546,3703
101,0,38,102,184,256,324,475,542,502,602,708,792,902,955,1293,1355,1424,1534,1523,1620,1720,1822,1766,1856,1934,2090
101,0,75,179,251,563,632,763,896,897,971,1093,1179,1456,1492,1578,1709,1779,1835,1811,1947,2066,2163,2139,2274,2331,2443
101,0,86,165,268,291,364,464,621,532,622,724,828,890,933,1022,1124,1204,1292,1268,1389,1486,1607,1742,1854,2454,2532
